title,journal,year,pages,volume,authors,keywords,pmid,issue,abstract
"Target optimization in transcranial direct current stimulation.","Frontiers in psychiatry",2012,234-6,3,Array,Array,20435146,,"To investigate corticomotor excitability in response to NMES after concurrent application of tDCS protocols that enhance (anodal tDCS) or suppress (cathodal tDCS) excitability of M1."
"A systematic review of non-invasive brain stimulation therapies and cardiovascular risk: implications for the treatment of major depressive disorder.","Frontiers in psychiatry",2012,234-6,3,Array,Array,21620985,,"We used transcranial magnetic stimulation (TMS) to examine corticomotor excitability before and after the concurrent application of: i) NMES with anodal tDCS; and ii) NMES with cathodal tDCS. Effects were contrasted to four control conditions: i) NMES alone, ii) anodal tDCS alone, iii) cathodal tDCS alone, and iv) sham stimulation."
"Transcranial direct current stimulation effects on the excitability of corticospinal axons of the human cerebral cortex.","Brain stimulation",2013,234-6,6,Array,Array,21715612,4,"Concurrent application of two protocols that enhance excitability when applied alone (NMES and anodal tDCS) failed to induce summative effects on corticomotor excitability, as predicted by homeostatic plasticity mechanisms. Combined cathodal tDCS and NMES suppressed the enhanced excitation induced by NMES, an effect that might be explained by calcium dependent anti-gating models."
"Clinical utility of transcranial direct current stimulation (tDCS) for treating major depression: a systematic review and meta-analysis of randomized, double-blind and sham-controlled trials.","Journal of psychiatric research",2013,234-6,47,Array,Array,21777878,1,"These novel findings highlight the complex mechanisms involved when two neuromodulatory techniques are combined and suggest that careful testing of combined interventions is necessary before application in clinical contexts."
"Evaluation of the current density in the brainstem during transcranial direct current stimulation with extra-cephalic reference electrode.","Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology",2013,234-6,124,Array,Array,21782547,5,"Transcranial direct current stimulation (tDCS) is an emerging neuromodulation therapy that has been experimentally determined to affect a wide range of behaviors and diseases ranging from motor, cognitive, and memory processes to depression and pain syndromes. The effects of tDCS may be inhibitory or excitatory, depending on the relative polarities of electrodes and their proximity to different brain structures. This distinction is believed to relate to the interaction of current flow with activation thresholds of different neural complexes. tDCS currents are typically applied via a single pair of large electrodes, with one (the active electrode) sited close to brain structures associated with targeted processes. To efficiently direct current toward the areas presumed related to these effects, we devised a method of steering current toward a selected area by reference to a 19-electrode montage applied to a high-resolution finite element model of the head. We used a non-linear optimization procedure to maximize mean current densities inside the left inferior frontal gyrus (IFG), while simultaneously restricting overall current, and median current densities within the accumbens. We found that a distributed current pattern could be found that would indeed direct current toward the IFG in this way, and compared it to other candidate 2-electrode configurations. Further, we found a combination of four anterior-posterior electrodes could direct current densities to the accumbens. We conclude that a similar method using multiple electrodes may be a useful means of directing current toward or away from specific brain regions and also of reducing tDCS side effects."
"Non-invasive cerebral stimulation for the upper limb rehabilitation after stroke: a review.","Annals of physical and rehabilitation medicine",2012,234-6,55,Array,Array,22037126,9-10,"Major depressive disorder (MDD) and cardiovascular diseases are intimately associated. Depression is an independent risk factor for mortality in cardiovascular samples. Neuroendocrine dysfunctions in MDD are related to an overactive hypothalamus-pituitary-adrenal (HPA) axis and increased sympathetic activity. Novel intervention strategies for MDD include the non-invasive brain stimulation (NIBS) techniques such as repetitive transcranial magnetic stimulation (rTMS) and transcranial direct current stimulation (tDCS). In fact, although these techniques have being increasingly used as a treatment for MDD, their cardiovascular effects were not sufficiently investigated, which would be important considering the dyad MDD/cardiovascular disorders. We investigated this issue through a systematic review for published articles from the first date available to May 2012 in MEDLINE and other databases, looking for main risk factors and surrogate markers for cardiovascular disease such as: cortisol, heart rate variability (HRV), alcohol, smoking, obesity, hypertension, glucose. We identified 37 articles (981 subjects) according to our eligibility criteria. Our main findings were that NIBS techniques might be effective strategies for down-regulating HPA activity and regulating food, alcohol, and cigarette consumption. NIBS's effects on HRV and blood pressure presented mixed findings, with studies suggesting that HRV values can decrease or remain unchanged after NIBS, while one study found that rTMS increased blood pressure levels. Also, a single study showed that glucose levels decrease after tDCS. However, most studies tested the acute effects after one single session of rTMS/tDCS; therefore further studies are necessary to investigate whether NIBS modifies cardiovascular risk factors in the long-term. In fact, considering the burden of cardiac disease, further trials in cardiovascular, depressed, and non-depressed samples using NIBS should be performed."
"Rethinking clinical trials of transcranial direct current stimulation: participant and assessor blinding is inadequate at intensities of 2mA.","PloS one",2012,e47514,7,Array,Array,23082174,10,"Many double-blind clinical trials of transcranial direct current stimulation (tDCS) use stimulus intensities of 2 mA despite the fact that blinding has not been formally validated under these conditions. The aim of this study was to test the assumption that sham 2 mA tDCS achieves effective blinding."
"Interventions for dysphagia and nutritional support in acute and subacute stroke.","The Cochrane database of systematic reviews",2012,e47514,10,Array,Array,16427357,,"A randomised double blind crossover trial. 100 tDCS-naïve healthy volunteers were incorrectly advised that they there were taking part in a trial of tDCS on word memory. Participants attended for two separate sessions. In each session, they completed a word memory task, then received active or sham tDCS (order randomised) at 2 mA stimulation intensity for 20 minutes and then repeated the word memory task. They then judged whether they believed they had received active stimulation and rated their confidence in that judgement. The blinded assessor noted when red marks were observed at the electrode sites post-stimulation."
"Reversal of chronic stress-induced pain by transcranial direct current stimulation (tDCS) in an animal model.","Brain research",2012,e47514,1489,Array,Array,23221623,,"tDCS at 2 mA was not effectively blinded. That is, participants correctly judged the stimulation condition greater than would be expected to by chance at both the first session (kappa level of agreement (κ) 0.28, 95% confidence interval (CI) 0.09 to 0.47 p=0.005) and the second session (κ=0.77, 95%CI 0.64 to 0.90), p=<0.001) indicating inadequate participant blinding. Redness at the reference electrode site was noticeable following active stimulation more than sham stimulation (session one, κ=0.512, 95%CI 0.363 to 0.66, p<0.001; session two, κ=0.677, 95%CI 0.534 to 0.82) indicating inadequate assessor blinding."
"Migraine prophylaxis by anodal transcranial direct current stimulation, a randomized, placebo-controlled trial.","Journal of the Medical Association of Thailand = Chotmaihet thangphaet",2012,e47514,95,Array,Array,17133529,8,"Our results suggest that blinding in studies using tDCS at intensities of 2 mA is inadequate. Positive results from such studies should be interpreted with caution."
"Can tDCS enhance treatment of aphasia after stroke?",Aphasiology,2012,e47514,26,Array,Array,17640830,9,"Dysphagia (swallowing problems) are common after stroke and can cause chest infection and malnutrition. Dysphagic, and malnourished, stroke patients have a poorer outcome."
"EEG Driven tDCS Versus Bifrontal tDCS for Tinnitus.","Frontiers in psychiatry",2012,e47514,3,Array,Array,18312035,,"To assess the effectiveness of interventions for the treatment of dysphagia (swallowing therapy), and nutritional and fluid supplementation, in patients with acute and subacute (within six months from onset) stroke."
"Noninvasive brain stimulation for motor recovery after stroke: mechanisms and future views.","Stroke research and treatment",2012,e47514,2012,Array,Array,18316340,,"We searched the Cochrane Stroke Group Trials Register (February 2012), MEDLINE (1966 to July 2011), EMBASE (1980 to July 2011), CINAHL (1982 to July 2011) and Conference Proceedings Citation Index- Science (CPCI-S) (1990 to July 2011). We also searched the reference lists of relevant trials and review articles, searched Current Controlled Trials and contacted researchers (July 2011). For the previous version of this review we contacted the Royal College of Speech and Language Therapists and equipment manufacturers."
"Influence of anisotropic conductivity in the skull and white matter on transcranial direct current stimulation via an anatomically realistic finite element head model.","Physics in medicine and biology",2012,e47514,57,Array,Array,19160345,21,"Randomised controlled trials (RCTs) in dysphagic stroke patients, and nutritional supplementation in all stroke patients, where the stroke occurred within six months of enrolment."
"Cranial electrotherapy stimulation and transcranial pulsed current stimulation: a computer based high-resolution modeling study.",NeuroImage,2013,e47514,65,Array,Array,19293925,,"Two review authors independently applied the inclusion criteria, assessed trial quality, and extracted data, and resolved any disagreements through discussion with a third review author. We used random-effects models to calculate odds ratios (OR), 95% confidence intervals (95% CI), and mean differences (MD). The primary outcome was functional outcome (death or dependency, or death or disability) at the end of the trial."
"Numerical investigation of white matter anisotropic conductivity in defining current distribution under tDCS.","Computer methods and programs in biomedicine",2013,e47514,109,Array,Array,19348793,1,"We included 33 studies involving 6779 participants.Swallowing therapy: acupuncture, drug therapy, neuromuscular electrical stimulation, pharyngeal electrical stimulation, physical stimulation (thermal, tactile), transcranial direct current stimulation, and transcranial magnetic stimulation each had no significant effect on case fatality or combined death or dependency. Dysphagia at end-of-trial was reduced by acupuncture (number of studies (t) = 4, numbers of participants (n) = 256; OR 0.24; 95% CI 0.13 to 0.46; P < 0.0001; I(2) = 0%) and behavioural interventions (t = 5; n = 423; OR 0.52; 95% CI 0.30 to 0.88; P = 0.01; I(2) = 22%). Route of feeding: percutaneous endoscopic gastrostomy (PEG) and nasogastric tube (NGT) feeding did not differ for case fatality or the composite outcome of death or dependency, but PEG was associated with fewer treatment failures (t = 3; n = 72; OR 0.09; 95% CI 0.01 to 0.51; P = 0.007; I(2) = 0%) and gastrointestinal bleeding (t = 1; n = 321; OR 0.25; 95% CI 0.09 to 0.69; P = 0.007), and higher feed delivery (t = 1; n = 30; MD 22.00; 95% CI 16.15 to 27.85; P < 0.00001) and albumin concentration (t = 3; n = 63; MD 4.92 g/L; 95% CI 0.19 to 9.65; P = 0.04; I(2) = 58%). Although looped NGT versus conventional NGT feeding did not differ for end-of-trial case fatality or death or dependency, feed delivery was higher with looped NGT (t = 1; n = 104; MD 18.00%; 95% CI 6.66 to 29.34; P = 0.002). Timing of feeding: there was no difference for case fatality, or death or dependency, with early feeding as compared to late feeding. Fluid supplementation: there was no difference for case fatality, or death or dependency, with fluid supplementation. Nutritional supplementation: there was no difference for case fatality, or death or dependency, with nutritional supplementation. However, nutritional supplementation was associated with reduced pressure sores (t = 2; n = 4125; OR 0.56; 95% CI 0.32 to 0.96; P = 0.03; I(2) = 0%), and, by definition, increased energy intake (t = 3; n = 174; MD 430.18 kcal/day; 95% CI 141.61 to 718.75; P = 0.003; I(2) = 91%) and protein intake (t = 3; n = 174; MD 17.28 g/day; 95% CI 1.99 to 32.56; P = 0.03; I(2) = 92%)."
"Cathodal transcranial direct current stimulation in children with dystonia: a pilot open-label trial.","Journal of child neurology",2013,1238-44,28,Array,Array,23034972,10,"Studies suggest that dystonia is associated with increased motor cortex excitability. Cathodal transcranial direct current stimulation can temporarily reduce motor cortex excitability. To test whether stimulation of the motor cortex can reduce dystonic symptoms in children, we measured tracking performance and muscle overflow using an electromyogram tracking task before and after stimulation. Of 10 participants, 3 showed a significant reduction in overflow, and a fourth showed a significant reduction in tracking error. Overflow decreased more when the hand contralateral to the cathode performed the task than when the hand ipsilateral to the cathode performed the task. Averaged over all participants, the results did not reach statistical significance. These results suggest that cathodal stimulation may allow a subset of children to control muscles or reduce involuntary overflow activity. Further testing is needed to confirm these results in a blinded trial and identify the subset of children who are likely to respond."
"Transcranial direct current stimulation intensity and duration effects on tinnitus suppression.","Neurorehabilitation and neural repair",2013,1238-44,27,Array,Array,23032310,2,"Perception of sound in the absence of an external auditory source is called tinnitus, which may negatively affect quality of life. Anodal transcranial direct current stimulation (tDCS) of the left temporoparietal area (LTA) was explored for tinnitus relief."
"Methods for extra-low voltage transcranial direct current stimulation: current and time dependent impedance decreases.","Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology",2013,1238-44,124,Array,Array,23031743,3,"This pilot study examined tDCS dose (current intensity and duration) and response effects for tinnitus suppression."
"Transcranial direct current stimulation and cognitive-behavioral therapy: evidence of a synergistic effect in treatment-resistant depression.","Brain stimulation",2013,1238-44,6,Array,Array,23022679,3,"Twenty-five participants with chronic tinnitus and a mean age of 54 years took part. Anodal tDCS of LTA was carried out. Current intensity (1 mA and 2 mA) and duration (10 minutes, 15 minutes, and 20 minutes) were varied and their impact on tinnitus measured."
"tDCS modulation of visually induced analgesia.","Journal of cognitive neuroscience",2012,1238-44,24,Array,Array,23031723,12,"tDCS was well tolerated. Fifty-six percent of participants (14) experienced transient suppression of tinnitus, and 44% of participants (11) experienced long-term improvement of symptoms (overnight-less annoyance, more relaxed, and better sleep). There was an interaction between duration and intensity of the stimulus on the change in rated loudness of tinnitus, F(2, 48) = 4.355, P = .018, and clinical global improvement score, F(2, 48) = 3.193, P = .050, after stimulation."
"Finite-Element Model Predicts Current Density Distribution for Clinical Applications of tDCS and tACS.","Frontiers in psychiatry",2012,1238-44,3,Array,Array,23016706,,"Current intensity of 2 mA for 20 minutes was the more effective stimulus parameter for anodal tDCS of LTA. tDCS can be a potential clinical tool for reduction of tinnitus, although longer term trials are needed."
"Stroke rehabilitation using noninvasive cortical stimulation: hemispatial neglect.","Expert review of neurotherapeutics",2012,1238-44,12,Array,Array,23015792,8,"Though tDCS is well tolerated, it is desirable to further limit the voltage applied for additional safety factors and optimized device design. We investigated the minimum voltage required for tDCS using 1.5 and 2.5mA."
"Stroke rehabilitation using noninvasive cortical stimulation: motor deficit.","Expert review of neurotherapeutics",2012,1238-44,12,Array,Array,6209107,8,"Impedance data has been collected prior to, during and after 18 tDCS sessions, using 1.5mA and 2.5mA tDCS currents and three different test current magnitudes. Data was pooled and tested for differences using t-tests, corrected for multiple comparisons. Average impedance data was fitted into a RLC circuit model with additional double integrator."
"Effects of transcranial direct current stimulation on hemichannel pannexin-1 and neural plasticity in rat model of cerebral infarction.",Neuroscience,2012,1238-44,226,Array,Array,7599019,,"We report that the impedance drop during tDCS initiation significantly reduces the voltage compliance required to achieve the target current (14.5V for 1.5mA, 18.5V for 2.5mA). Data was well approximated by a 4th order linear impedance model."
"Dynamic modulation of intrinsic functional connectivity by transcranial direct current stimulation.","Journal of neurophysiology",2012,1238-44,108,Array,Array,10990547,12,"In addition to indicating the feasibility of reduced voltage tDCS, we propose an extra-low voltage ""Limited Total Energy"" approach where stimulation is continued at voltage compliance allowing time for impedance to decrease and target current to be reached."
"Brain stimulation in psychiatry: methods and magnets, patients and parameters.","Current opinion in psychiatry",2012,535-41,25,Array,Array,22992545,6,"Electromagnetic brain stimulation is performed in various ways in psychiatric settings for the treatment of a variety of psychiatric disorders."
"Transcranial direct current stimulation modulates human color discrimination in a pathway-specific manner.","Frontiers in psychiatry",2012,535-41,3,Array,Array,22988446,,"Transcranial direct current stimulation is a comparatively simple procedure. The available results warrant optimism regarding the future of this therapeutic approach in psychiatry. Multicentre studies of repetitive transcranial magnetic stimulation demonstrate a moderate treatment effect in depression. Theta burst stimulation and deep brain repetitive transcranial magnetic stimulation represent innovative promising developments. The invasiveness of deep brain stimulation still causes this method to be one of the last resorts, even though promising results in severely disordered patients have been published."
"Bilateral temporal cortex transcranial direct current stimulation worsens male performance in a multisensory integration task.","Neuroscience letters",2012,535-41,527,Array,Array,17460303,2,"In our view, the field of brain stimulation will be rapidly moving forward in the near future and will establish itself as one more of the 'tools of the trade' in psychiatric therapeutic practice."
"Parietal contributions to visual working memory depend on task difficulty.","Frontiers in psychiatry",2012,535-41,3,Array,Array,15165345,,"Previous research showed that transcranial direct current stimulation (tDCS) can modulate visual cortex excitability. However, there is no experiment on the effects of tDCS on color perception to date. The present study aimed to investigate the effects of tDCS on color discrimination tasks. Fifteen healthy subjects (mean age of 25.6 ± 4.4 years) were tested with Cambridge Color Test 2.0 (Trivector and ellipses protocols) and a Forced-choice Spatial Color Contrast Sensitivity task (vertical red-green sinusoidal grating) while receiving tDCS. Anodal, cathodal, and sham tDCS were delivered at Oz for 22 min using two square electrodes (25 cm(2) with a current of 1.5 mA) in sessions separated by 7 days. Anodal tDCS significantly increased tritan sensitivity (p < 0.01) and had no significant effect on protan, deutan, or red-green grating discrimination. The effects on the tritan discrimination returned to baseline after 15 min (p < 0.01). Cathodal tDCS reduced the sensitivity in the deutan axis and increased sensitivity in the tritan axis (p < 0.05). The lack of anodal tDCS effects in the protan, deutan, and red-green grating sensitivities could be explained by a ""ceiling effect"" since adults in this age range tend to have optimal color discrimination performance for these hues. The differential effects of cathodal tDCS on tritan and deutan sensitivities and the absence of the proposed ceiling effects for the tritan axes might be explained by Parvocellular (P) and Koniocellular (K) systems with regard to their functional, physiological, and anatomical differences. The results also support the existence of a systematic segregation of P and K color-coding cells in V1. Future research and possible clinical implications are discussed."
"Learning, memory, and transcranial direct current stimulation.","Frontiers in psychiatry",2012,535-41,3,Array,Array,18198794,,"Somatosensory integration is a critical cognitive function for human social interaction. Though somatosensory integration has been highly explored in cognitive studies; only a few studies have explored focal modulation of cortical excitability using a speech perception paradigm. In the current study, we aimed to investigate the effects of tDCS applied over the temporal cortex of healthy subjects during a go-no-go task in which stimuli were shapes and non-words. Twenty-eight subjects were randomized to receive cathodal, anodal or sham tDCS bilaterally over the superior temporal cortex (the reference electrode was on deltoid) in a counterbalanced order. The effects on judgment of congruency between shapes and non-words in healthy volunteers were measured by a go-no-go task. Our findings show a significant modification of performance according to the polarity of stimulation, task and subject gender. We found that men performed worse on the no-go condition for congruent stimuli during cathodal tDCS. For reaction time, on the other hand, there was a similar effect for anodal and cathodal stimulation. There were significantly faster responses on incongruent trials during both anodal and cathodal tDCS. Along with previous literature showing gender differences in tasks associated with speech perception, the findings of this study provide additional evidence suggesting that men may have a more focal and restricted neural processing in this multisensory integration task."
"Transcranial direct current stimulation and behavioral models of smoking addiction.","Frontiers in psychiatry",2012,535-41,3,Array,Array,18952147,,"The nature of parietal contributions to working memory (WM) remain poorly understood but of considerable interest. We previously reported that posterior parietal damage selectively impaired WM probed by recognition (Berryhill and Olson, 2008a). Recent studies provided support using a neuromodulatory technique, transcranial direct current stimulation (tDCS) applied to the right parietal cortex (P4). These studies confirmed parietal involvement in WM because parietal tDCS altered WM performance: anodal current tDCS improved performance in a change detection task, and cathodal current tDCS impaired performance on a sequential presentation task. Here, we tested whether these complementary results were due to different degrees of parietal involvement as a function of WM task demands, WM task difficulty, and/or participants' WM capacity. In Experiment 1, we applied cathodal and anodal tDCS to the right parietal cortex and tested participants on both previously used WM tasks. We observed an interaction between tDCS (anodal, cathodal), WM task difficulty, and participants' WM capacity. When the WM task was difficult, parietal stimulation (anodal or cathodal) improved WM performance selectively in participants with high WM capacity. In the low WM capacity group, parietal stimulation (anodal or cathodal) impaired WM performance. These nearly equal and opposite effects were only observed when the WM task was challenging, as in the change detection task. Experiment 2 probed the interplay of WM task difficulty and WM capacity in a parametric manner by varying set size in the WM change detection task. Here, the effect of parietal stimulation (anodal or cathodal) on the high WM capacity group followed a linear function as WM task difficulty increased with set size. The low WM capacity participants were largely unaffected by tDCS. These findings provide evidence that parietal involvement in WM performance depends on both WM capacity and WM task demands. We discuss these findings in terms of alternative WM strategies employed by low and high WM capacity individuals. We speculate that low WM capacity individuals do not recruit the posterior parietal lobe for WM tasks as efficiently as high WM capacity individuals. Consequently, tDCS provides greater benefit to individuals with high WM capacity."
"A meta-analysis of the efficacy of anodal transcranial direct current stimulation for upper limb motor recovery in stroke survivors.","Journal of hand therapy : official journal of the American Society of Hand Therapists",,535-41,26,Array,Array,19376073,2,"Transcranial direct current stimulation (tDCS) has been the subject of many studies concerning its possible cognitive effects. One of the proposed mechanisms of action for neuromodulatory techniques, such as transcranial magnetic stimulation and tDCS is induction of long-term potentiation (LTP) and long-term depression (LTD)-like phenomena. LTP and LTD are also among the most important neurobiological processes involved in memory and learning. This fact has led to an immediate interest in the study of possible effects of tDCS on memory consolidation, retrieval, or learning of various tasks. This review analyses published articles describing beneficial or disruptive effects of tDCS on memory and learning in normal subjects. The most likely mechanisms underlying these effects are discussed."
"Enhancement of object detection with transcranial direct current stimulation is associated with increased attention.","BMC neuroscience",2012,535-41,13,Array,Array,20584184,,"While few studies have applied transcranial direct current stimulation (tDCS) to smoking addiction, existing work suggests that the intervention holds promise for altering the complex system by which environmental cues interact with cravings to drive behavior. Imaging and repetitive transcranial magnetic stimulation studies suggest that increased dorsolateral prefrontal cortex (DLPFC) activation and integrity may be associated with increased resistance to smoking cues. Anodal tDCS of the DLPFC, believed to boost activation, reduces cravings in response to these cues. The finding that noninvasive stimulation modifies cue induced cravings has profound implications for understanding the processes underlying addiction and relapse. tDCS can also be applied to probe mechanisms underlying and supporting nicotine addiction, as was done in a pharmacologic study that applied nicotine, tDCS, and TMS paired associative stimulation to find that stopping nicotine after chronic use induces a reduction in plasticity, causing difficulty in breaking free from association between cues and cravings. This mini-review will place studies that apply tDCS to smokers in the context of research involving the neural substrates of nicotine addiction."
"[Transcranial direct current stimulation: a new tool for neurostimulation].","Revue neurologique",2013,535-41,169,Array,Array,20599813,2,"Systematic review and meta-analysis."
"Functional neuroimaging and transcranial electrical stimulation.","Clinical EEG and neuroscience : official journal of the EEG and Clinical Neuroscience Society (ENCS)",2012,535-41,43,Array,Array,20709595,3,"Prior reviews on the effects of anodal transcranial direct current stimulation (a-tDCS) have shown the effectiveness of a-tDCS on corticomotor excitability and motor function in healthy individuals but nonsignificant effect in subjects with stroke."
"Effects of transcranial electrical stimulation on cognition.","Clinical EEG and neuroscience : official journal of the EEG and Clinical Neuroscience Society (ENCS)",2012,192-9,43,Array,Array,22956647,3,"Alterations of cortical excitability, oscillatory as well as non-oscillatory, are physiological derivates of cognitive processes, such as perception, working memory, learning, and long-term memory formation. Since noninvasive electrical brain stimulation is capable of inducing alterations in the human brain, these stimulation approaches might be attractive tools to modulate cognition. Transcranial direct current stimulation (tDCS) alters spontaneous cortical activity, while transcranial alternating current stimulation (tACS) and transcranial random noise stimulation (tRNS) are presumed to induce or interfere with oscillations of cortical networks. Via these mechanisms, the respective stimulation techniques have indeed been shown to modulate cognitive processes in a multitude of studies conducted during the last years. In this review, we will gather knowledge about the potential of noninvasive electrical brain stimulation to study and modify cognitive processes in healthy humans and discuss directions of future research."
"Computational models of transcranial direct current stimulation.","Clinical EEG and neuroscience : official journal of the EEG and Clinical Neuroscience Society (ENCS)",2012,192-9,43,Array,Array,22956646,3,"During transcranial direct current stimulation (tDCS), controllable dose parameters are electrode number (typically 1 anode and 1 cathode), position, size, shape, and applied electric current. Because different electrode montages result in distinct brain current flow patterns across the brain, tDCS dose parameters can be adjusted, in an application-specific manner, to target or avoid specific brain regions. Though the tDCS electrode montage often follows basic rules of thumb (increased/decreased excitability ""under"" the anode/cathode electrode), computational forward models of brain current flow provide more accurate insight into detailed current flow patterns and, in some cases, can even challenge simplified electrode-placement assumptions. With the increased recognized value of computational forward models in informing tDCS montage design and interpretation of results, there have been recent advances in modeling tools and a greater proliferation of publications.  In addition, the importance of customizing tDCS for potentially vulnerable populations (eg, skull defects, brain damage/stroke, and extremes of age) can be considered. Finally, computational models can be used to design new electrode montages, for example, to improve spatial targeting such as high-definition tDCS. Pending further validation and dissemination of modeling tools, computational forward models of neuromodulation will become standard tools to guide the optimization of clinical trials and electrotherapy."
"Investigating neuroplastic changes in the human brain induced by transcranial direct (tDCS) and alternating current (tACS) stimulation methods.","Clinical EEG and neuroscience : official journal of the EEG and Clinical Neuroscience Society (ENCS)",2012,192-9,43,Array,Array,22956645,3,"Acute and chronic consumption of alcohol have direct effects on central nervous system by altering predominantly gamma-aminobutyric acidergic and glutamatergic neurotransmission. Abnormalities in these neurotransmitter systems can be demonstrated by changes in cortical excitability parameters assessed with transcranial magnetic stimulation (TMS). Furthermore, integrated approaches utilizing TMS combined with electroencephalography (EEG) enable the evaluation of the focal effects of alcohol on the human cortex, providing useful information, different from that obtained using other functional brain imaging modalities. Alcohol was found to modulate EEG responses evoked by motor-cortex TMS, predominantly at the right prefrontal cortex, indicating that ethanol alters the functional connectivity between motor and prefrontal areas. Alcohol decreases amplitudes of EEG responses of anterior parts of the cortex after left prefrontal TMS, suggesting a decrease of prefrontal cortical excitability. High-frequency repetitive TMS (rTMS) revealed significant changes in short-term plasticity of the primary motor cortex after acute ethanol intake and in patients with chronic alcohol abuse. TMS findings also support the recently emerged theory that abnormal function of glutamate receptors plays a relevant role in the development of alcohol dependence and manifestation of the alcohol withdrawal syndrome. Finally, initial studies provide evidence that non-invasive brain stimulation techniques (rTMS and transcranial direct current stimulation) might represent a potential therapeutic tool to reduce alcohol craving. Future studies with larger sample size evaluating the clinical effects of these neuromodulatory approaches are required to confirm and extend the preliminary findings."
"Non-invasive brain stimulation in the functional evaluation of alcohol effects and in the treatment of alcohol craving: a review.","Neuroscience research",2012,192-9,74,Array,Array,22951276,3-4,"In this paper, we provide a broad overview of models and technologies pertaining to transcranial current brain stimulation (tCS), a family of related noninvasive techniques including direct current (tDCS), alternating current (tACS), and random noise current stimulation (tRNS). These techniques are based on the delivery of weak currents through the scalp (with electrode current intensity to area ratios of about 0.3-5 A/m2) at low frequencies (typically < 1 kHz) resulting in weak electric fields in the brain (with amplitudes of about 0.2-2 V/m). Here we review the biophysics and simulation of noninvasive, current-controlled generation of electric fields in the human brain and the models for the interaction of these electric fields with neurons, including a survey of in vitro and in vivo related studies. Finally, we outline directions for future fundamental and technological research."
"Transcranial current brain stimulation (tCS): models and technologies.","IEEE transactions on neural systems and rehabilitation engineering : a publication of the IEEE Engineering in Medicine and Biology Society",2013,192-9,21,Array,Array,22949089,3,"Transcranial direct current stimulation (tDCS) is increasingly being used in human studies as an adjuvant tool to promote recovery of function after stroke. However, its neurobiological effects are still largely unknown. Electric fields are known to influence the migration of various cell types in vitro, but effects in vivo remain to be shown. Hypothesizing that tDCS might elicit the recruitment of cells to the cortex, we here studied the effects of tDCS in the rat brain in vivo. Adult Wistar rats (n = 16) were randomized to either anodal or cathodal stimulation for either 5 or 10 consecutive days (500 µA, 15 min). Bromodeoxyuridine (BrdU) was given systemically to label dividing cells throughout the experiment. Immunohistochemical analyses ex vivo included stainings for activated microglia and endogenous neural stem cells (NSC). Multi-session tDCS with the chosen parameters did not cause a cortical lesion. An innate immune response with early upregulation of Iba1-positive activated microglia occurred after both cathodal and anodal tDCS. The involvement of adaptive immunity as assessed by ICAM1-immunoreactivity was less pronounced. Most interestingly, only cathodal tDCS increased the number of endogenous NSC in the stimulated cortex. After 10 days of cathodal stimulation, proliferating NSC increased by ∼60%, with a significant effect of both polarity and number of tDCS sessions on the recruitment of NSC. We demonstrate a pro-inflammatory effect of both cathodal and anodal tDCS, and a polarity-specific migratory effect on endogenous NSC in vivo. Our data suggest that tDCS in human stroke patients might also elicit NSC activation and modulate neuroinflammation."
"Multi-session transcranial direct current stimulation (tDCS) elicits inflammatory and regenerative processes in the rat brain.","PloS one",2012,192-9,7,Array,Array,22928032,8,"Objectives: Transcranial direct current stimulation (tDCS) has demonstrated some efficacy in treatment-resistant major depression (TRD). The majority of previous controlled studies have used anodal stimulation to the left dorsolateral prefrontal cortex (DLPFC) and a control location such as the supraorbital region for the cathode. Several open-label studies have suggested effectiveness from anodal stimulation to the left DLPFC combined with cathodal stimulation to the right DLPFC. Thus, this study evaluated the efficacy of tDCS using anodal stimulation to the left DLPFC and cathodal stimulation to the right DLPFC compared to sham tDCS. Methods: Subjects between the ages of 18 and 65 were recruited from a tertiary care university hospital. Twenty-four subjects with TRD and a 17-item Hamilton Rating Scale for Depression greater than 21 were randomized to receive tDCS or sham tDCS. The rates of remission were compared between the two treatment groups. Results: The remission rates did not differ significantly between the two groups using an intention to treat analysis. More subjects in the active tDCS group had failed a course of electroconvulsive therapy in the current depressive episode. Side effects did not differ between the two groups and in general the treatment was very well tolerated. Conclusion: Anodal stimulation to the left DLPFC and cathodal stimulation to the right DLPFC was not efficacious in TRD. However, a number of methodological limitations warrant caution in generalizing from this study. Ongoing, controlled studies should provide further clarification on the efficacy of this stimulation configuration in TRD. ClinicalTrials.gov Identifier: NCT01078948."
